UNIQIDNEW,SHS_2CLA,NUMCARS_NEW,dyear,council,area,MD20QUIN,RTPSEGIS,RTParea,numkids,hhsize,hhtype_new,nssec2,seg,htcostsum_1,htcostsum_2,htcostsum_3,htcostsum_4,htcostsum_5,htcostsum_6,htcostsum_7,htcostsum_8,htcostsum_9,htcostamt_1,htcostamt_2,htcostamt_3,htcostamt_4,htcostamt_5,htcostamt_6,htcostamt_7,htcostamt_8,htcostamt_9,hb1,hb509,hc4,ht2a,hk2,hk3,hk4,hk5,mortgage_sum,mortgage_amt,rent_sum,rent_amt,shared_ownership_sum,shared_ownership_amt,ra1
8839408806,Urban,0,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,1,Single adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,,Have some financial difficulties,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,380,Renting HA/LA/PRS,,3
8126411521,Urban,0,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,2,Single parent,Lower managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,320,Renting HA/LA/PRS,,2
7493716944,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,1,Single adult,Routine occupations,Skilled manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Manage quite well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,360,Renting HA/LA/PRS,,Less than one year
823626785,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,380,Renting HA/LA/PRS,,10
556676645,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,1,Single adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount imputed,350,Renting HA/LA/PRS,,7
2094452168,Urban,1,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,2,Older smaller,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,2280,House or bungalow,Own it outright,3,Central heating with radiators,Get by alright,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
5779099525,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,2,Small adult,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,450,Renting HA/LA/PRS,,Less than one year
2013493837,Urban,1,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,,Manage quite well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,440,Renting HA/LA/PRS,,30+
5615939819,Urban,2+,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,1,2,Single parent,Lower managerial and professional occupations,Employers and managers - small establishments,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,2676,House or bungalow,Buying with mortgage/loan,3,Central heating with radiators,Get by alright,,,,Buying with mortgage - amount given by respondent,520,Buying with a mortgage,,Buying with a mortgage,,18
8904039980,Urban,1,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,2,Older smaller,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,2160,House or bungalow,Own it outright,3,Central heating with radiators,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
5177698717,Urban,1,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,2,5,Large family,Lower supervisory and technical occupations,Foremen and supervisors,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,350,Renting HA/LA/PRS,,3
9028396745,Urban,1,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
1494471296,Urban,1,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,0,2,Older smaller,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
7308535189,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,3,Small family,Routine occupations,Skilled manual workers,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount missing",,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,Central heating with radiators,Manage quite well,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,530,Renting HA/LA/PRS,,9
9711773092,Urban,1,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,4,Small family,Routine occupations,Skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,3,,Manage quite well,No,,No,Buying with mortgage - amount given by respondent,460,Buying with a mortgage,,Buying with a mortgage,,3
4278750220,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,,Manage quite well,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,390,Renting HA/LA/PRS,,13
5133474488,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,3,Small family,Lower supervisory and technical occupations,Skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,,Manage quite well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,430,Renting HA/LA/PRS,,16
3952712808,Urban,1,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,0,4,Small family,Intermediate occupations,Junior non-manual workers,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,2424,House or bungalow,Buying with mortgage/loan,4,Central heating with radiators,Have some financial difficulties,,,,Buying with mortgage - amount given by respondent,1060,Buying with a mortgage,,Buying with a mortgage,,2
397225335,Urban,0,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Own it outright,1,,Get by alright,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,13
9101541759,Urban,1,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,1,Single adult,Small employers and own account workers,Own account workers (other than professional),"Use, pay separately, amount given","Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,780,840,,,,,,,,House or bungalow,Buying with mortgage/loan,2,Central heating with radiators,Manage very well,No,,No,Buying with mortgage - amount given by respondent,480,Buying with a mortgage,,Buying with a mortgage,,14
247463515,Urban,1,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,2,5,Large family,Routine occupations,Semi-skilled manual workers,"Use, pay separately, amount given","Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,1300,780,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,Central heating with radiators,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,390,Renting HA/LA/PRS,,12
960740476,Urban,2+,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,2,Small adult,Not classified,Inadequately described and not stated,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,3072,House or bungalow,Rents (including rents paid by housing benefit),4,Central heating with radiators,Get by alright,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,380,Renting HA/LA/PRS,,23
112870192,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,3,,Manage quite well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
2065580413,Urban,1,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,4,Small family,Semi-routine occupations,Semi-skilled manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,,Manage quite well,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,490,Renting HA/LA/PRS,,Less than one year
6810767813,Rural,2+,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,0,2,Small adult,Higher managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Own it outright,2,,Manage very well,No,,No,OO without mortgage,,OO without mortgage,,OO without mortgage,,12
99405424,Urban,1,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,0,2,Small adult,Intermediate occupations,Junior non-manual workers,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,1320,House or bungalow,Rents (including rents paid by housing benefit),2,Central heating with radiators,Have some financial difficulties,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,650,Renting HA/LA/PRS,,Less than one year
923024305,Urban,2+,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,1,3,Small family,Higher managerial and professional occupations,Intermediate non-manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Buying with mortgage/loan,4,,Manage very well,,,,Buying with mortgage - amount given by respondent,820,Buying with a mortgage,,Buying with a mortgage,,15
2664891067,Urban,0,2023 dataset/script,I,Ayrshire,3,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,,Manage quite well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,390,Renting HA/LA/PRS,,5
2353838636,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,1,Single adult,Not classified,Inadequately described and not stated,"Use, pay separately, amount missing","Use, pay separately, amount missing",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,Central heating with radiators,Don't manage very well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,350,Renting HA/LA/PRS,,Less than one year
3114463827,Urban,1,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,1,Single adult,Lower supervisory and technical occupations,Skilled manual workers,"Use, pay separately, amount given","Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,756,1284,,,,,,,,House or bungalow,Own it outright,3,Central heating with radiators,Manage quite well,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,15
3132945625,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,1,Single pensioner,Not classified,Inadequately described and not stated,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Own it outright,3,,Get by alright,,,,OO without mortgage,,OO without mortgage,,OO without mortgage,,30+
9153139060,Urban,1,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,0,2,Small adult,Lower supervisory and technical occupations,Skilled manual workers,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,960,House or bungalow,Rents (including rents paid by housing benefit),2,Central heating with radiators,Manage very well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,630,Renting HA/LA/PRS,,Less than one year
9420553752,Urban,0,2023 dataset/script,I,Ayrshire,2,S07000006,Strathclyde,0,2,Small adult,Semi-routine occupations,Semi-skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),2,,Don't manage very well,Yes,No,No,Renting HA/LA/PRS,,Renting - amount given by respondent,380,Renting HA/LA/PRS,,15
241684132,Urban,2+,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,1,4,Large family,Semi-routine occupations,Semi-skilled manual workers,,,,,,,,,,,,,,,,,,,House or bungalow,Rents (including rents paid by housing benefit),3,,Have some financial difficulties,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,400,Renting HA/LA/PRS,,
6461544633,Urban,0,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,0,1,Single adult,Semi-routine occupations,Junior non-manual workers,,,,,,,,,,,,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),1,,Get by alright,No,,No,Renting HA/LA/PRS,,Renting - amount given by respondent,340,Renting HA/LA/PRS,,8
2951391181,Urban,2+,2023 dataset/script,I,Ayrshire,4,S07000006,Strathclyde,0,2,Older smaller,Higher managerial and professional occupations,Professional workers - employees,"Use, pay combined with other fuel","Use, pay combined with other fuel",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,"More than one paid together, amount given",,,,,,,,,2604,House or bungalow,Rents (including rents paid by housing benefit),3,Central heating with radiators,Manage quite well,,,,Renting HA/LA/PRS,,Renting - amount given by respondent,350,Renting HA/LA/PRS,,5
625545709,Urban,1,2023 dataset/script,I,Ayrshire,1 - 20% most deprived,S07000006,Strathclyde,1,3,Small family,Semi-routine occupations,Semi-skilled manual workers,"Use, pay separately, amount given","Use, pay separately, amount given",Do not use,Do not use,Do not use,Do not use,Do not use,Do not use,,1080,840,,,,,,,,"A flat, maisonette or apartment (including )",Rents (including rents paid by housing benefit),2,Central heating with radiators,Get by alright,No,,No,Renting HA/LA/PRS,,"Renting - amount given by respondent, but not used in imputation routines",300,Renting HA/LA/PRS,,
